cod_partida;partida1;generica;especifica;subespecifica;denominacion;cod_tipocuenta;Estado;UltimoUsuario;UltimaFecha;tipo;nivel
403.05.06.00;3;5;6;0;SERVICIO DE ADMINISTRACION, VIGILANCIA Y MANTENIMIENTO DEL SERVICIO DE ASEO URBANO Y DOMICILIARIO;4;A;;0000-00-00 00:00:00;D;4
403.06.00.00;3;6;0;0;SERVICIOS DE TRANSPORTE Y ALMACENAJE;4;A;;0000-00-00 00:00:00;T;3
403.06.01.00;3;6;1;0;FLETES Y EMBALAJES;4;A;;0000-00-00 00:00:00;D;4
403.06.02.00;3;6;2;0;ALMACENAJE;4;A;;0000-00-00 00:00:00;D;4
403.06.03.00;3;6;3;0;ESTACIONAMIENTO;4;A;;0000-00-00 00:00:00;D;4
403.06.04.00;3;6;4;0;PEAJE;4;A;;0000-00-00 00:00:00;D;4
403.06.05.00;3;6;5;0;SERVICIOS DE PROTECCION EN TRASLADO DE FONDOS Y DE MENSAJERIA;4;A;;0000-00-00 00:00:00;D;4
403.07.00.00;3;7;0;0;SERVICIOS DE INFORMACION, IMPRESION Y RELACIONES PUBLICAS;4;A;;0000-00-00 00:00:00;T;3
403.07.01.00;3;7;1;0;PUBLICIDAD Y PROPAGANDA;4;A;;0000-00-00 00:00:00;D;4
403.07.02.00;3;7;2;0;IMPRENTA Y REPRODUCCION;4;A;;0000-00-00 00:00:00;D;4
403.07.03.00;3;7;3;0;RELACIONES SOCIALES;4;A;;0000-00-00 00:00:00;D;4
403.07.04.00;3;7;4;0;AVISOS;4;A;;0000-00-00 00:00:00;D;4
403.08.00.00;3;8;0;0;PRIMAS Y OTROS GASTOS DE SEGUROS Y COMISIONES BANCARIAS;4;A;;0000-00-00 00:00:00;T;3
403.08.01.00;3;8;1;0;PRIMAS Y GASTOS DE SEGUROS;4;A;;0000-00-00 00:00:00;D;4
403.08.02.00;3;8;2;0;COMISIONES Y GASTOS BANCARIOS;4;A;;0000-00-00 00:00:00;D;4
403.08.03.00;3;8;3;0;COMISIONES Y GASTOS DE ADQUISICION DE SEGUROS;4;A;;0000-00-00 00:00:00;D;4
403.09.00.00;3;9;0;0;VIATICOS Y PASAJES;4;A;;0000-00-00 00:00:00;T;3
403.09.01.00;3;9;1;0;VIATICOS Y PASAJES DENTRO DEL PAIS;4;A;;0000-00-00 00:00:00;D;4
403.09.02.00;3;9;2;0;VIATICOS Y PASAJES FUERA DEL PAIS;4;A;;0000-00-00 00:00:00;D;4
403.09.03.00;3;9;3;0;ASIGNACION POR KILOMETROS RECORRIDOS;4;A;;0000-00-00 00:00:00;D;4
403.10.00.00;3;10;0;0;SERVICIOS PROFESIONALES Y TECNICOS;4;A;;0000-00-00 00:00:00;T;3
403.10.01.00;3;10;1;0;SERVICIOS JURIDICOS;4;A;;0000-00-00 00:00:00;D;4
403.10.02.00;3;10;2;0;SERVICIOS DE CONTABILIDAD Y AUDITORIA;4;A;;0000-00-00 00:00:00;D;4
403.10.03.00;3;10;3;0;SERVICIOS DE PROCESAMIENTO DE DATOS;4;A;;0000-00-00 00:00:00;D;4
403.10.04.00;3;10;4;0;SERVICIOS DE INGENIERIA Y ARQUITECTONICOS;4;A;;0000-00-00 00:00:00;D;4
403.10.05.00;3;10;5;0;SERVICIOS MEDICOS, ODONTOLOGICOS Y OTROS SERVICIOS DE SANIDAD;4;A;;0000-00-00 00:00:00;D;4
403.10.06.00;3;10;6;0;SERVICIOS DE VETERINARIA;4;A;;0000-00-00 00:00:00;D;4
403.10.07.00;3;10;7;0;SERVICIOS DE CAPACITACION Y ADIESTRAMIENTO;4;A;;0000-00-00 00:00:00;D;4
403.10.08.00;3;10;8;0;SERVICIOS PRESUPUESTARIOS;4;A;;0000-00-00 00:00:00;D;4
403.10.09.00;3;10;9;0;SERVICIOS DE LAVANDERIA Y TINTORERIA;4;A;;0000-00-00 00:00:00;D;4
403.10.10.00;3;10;10;0;SERVICIOS DE VIGILANCIA;4;A;;0000-00-00 00:00:00;D;4
403.10.11.00;3;10;11;0;SERVICIOS PARA LA ELABORACION Y SUMINISTRO DE COMIDA;4;A;;0000-00-00 00:00:00;D;4
403.10.99.00;3;10;99;0;OTROS SERVICIOS PROFESIONALES Y TECNICOS;4;A;;0000-00-00 00:00:00;D;4
403.11.00.00;3;11;0;0;CONSERVACION Y REPARACIONES MENORES DE MAQUINARIA Y EQUIPOS;4;A;;0000-00-00 00:00:00;T;3
403.11.01.00;3;11;1;0;CONSERVACION Y REPARACIONES MENORES DE MAQUINARIA Y DEMAS EQUIPOS DE CONSTRUCCION, CAMPO, INDUSTRIA Y TALLER;4;A;;0000-00-00 00:00:00;D;4
403.11.02.00;3;11;2;0;CONSERVACION Y REPARACIONES MENORES DE EQUIPOS DE TRANSPORTE, TRACCION Y ELEVACION;4;A;;0000-00-00 00:00:00;D;4
403.11.03.00;3;11;3;0;CONSERVACION Y REPARACIONES MENORES DE EQUIPOS DE COMUNICACIONES Y DE SE;4;A;;0000-00-00 00:00:00;D;4
403.11.04.00;3;11;4;0;CONSERVACION Y REPARACIONES MENORES DE EQUIPOS MEDICO QUIRURGICOS, DENTALES Y DE VETERINARIA;4;A;;0000-00-00 00:00:00;D;4
403.11.05.00;3;11;5;0;CONSERVACION Y REPARACIONES MENORES DE EQUIPOS CIENTIFICOS, RELIGIOSOS, DE ENSE;4;A;;0000-00-00 00:00:00;D;4
403.11.06.00;3;11;6;0;CONSERVACION Y REPARACIONES MENORES DE EQUIPOS Y ARMAMENTOS DE ORDEN PUBLICO, SEGURIDAD Y DEFENSA NACIONAL;4;A;;0000-00-00 00:00:00;D;4
403.11.07.00;3;11;7;0;CONSERVACION Y REPARACIONES MENORES DE MAQUINAS, MUEBLES Y DEMAS EQUIPOS DE OFICINA Y ALOJAMIENTO;4;A;;0000-00-00 00:00:00;D;4
403.11.99.00;3;11;99;0;CONSERVACION Y REPARACIONES MENORES DE OTRAS MAQUINARIA Y EQUIPOS;4;A;;0000-00-00 00:00:00;D;4
403.12.00.00;3;12;0;0;CONSERVACION Y REPARACIONES MENORES DE OBRAS;4;A;;0000-00-00 00:00:00;T;3
403.12.01.00;3;12;1;0;CONSERVACION Y REPARACIONES MENORES DE OBRAS EN BIENES DEL DOMINIO PRIVADO;4;A;;0000-00-00 00:00:00;D;4
403.12.02.00;3;12;2;0;CONSERVACION Y REPARACIONES MENORES DE OBRAS EN BIENES DEL DOMINIO PUBLICO;4;A;;0000-00-00 00:00:00;D;4
403.13.00.00;3;13;0;0;SERVICIOS DE CONSTRUCCIONES TEMPORALES;4;A;;0000-00-00 00:00:00;T;3
403.13.01.00;3;13;1;0;SERVICIOS DE CONSTRUCCIONES TEMPORALES;4;A;;0000-00-00 00:00:00;D;4
403.14.00.00;3;14;0;0;SERVICIOS DE CONSTRUCCION DE EDIFICIOS PARA LA VENTA;4;A;;0000-00-00 00:00:00;T;3
403.14.01.00;3;14;1;0;SERVICIOS DE CONSTRUCCION DE EDIFICIOS PARA LA VENTA;4;A;;0000-00-00 00:00:00;D;4
403.15.00.00;3;15;0;0;SERVICIOS FISCALES;4;A;;0000-00-00 00:00:00;T;3
403.15.01.00;3;15;1;0;DERECHOS DE IMPORTACION Y SERVICIOS ADUANEROS;4;A;;0000-00-00 00:00:00;D;4
403.15.02.00;3;15;2;0;TASAS Y OTROS DERECHOS OBLIGATORIOS;4;A;;0000-00-00 00:00:00;D;4
403.15.03.00;3;15;3;0;ASIGNACION A AGENTES DE ESPECIES FISCALES;4;A;;0000-00-00 00:00:00;D;4
403.15.99.00;3;15;99;0;OTROS SERVICIOS FISCALES;4;A;;0000-00-00 00:00:00;D;4
403.16.00.00;3;16;0;0;SERVICIOS DE DIVERSION, ESPARCIMIENTO Y CULTURALES;4;A;;0000-00-00 00:00:00;T;3
403.16.01.00;3;16;1;0;SERVICIOS DE DIVERSION, ESPARCIMIENTO Y CULTURALES;4;A;;0000-00-00 00:00:00;D;4
403.17.00.00;3;17;0;0;SERVICIOS DE GESTION ADMINISTRATIVA PRESTADOS POR ORGANISMOS DE ASISTENCIA TECNICA;4;A;;0000-00-00 00:00:00;T;3
403.17.01.00;3;17;1;0;SERVICIOS DE GESTION ADMINISTRATIVA PRESTADOS POR ORGANISMOS DE ASISTENCIA TECNICA;4;A;;0000-00-00 00:00:00;D;4
403.18.00.00;3;18;0;0;IMPUESTOS INDIRECTOS;4;A;;0000-00-00 00:00:00;T;3
403.18.01.00;3;18;1;0;IMPUESTO AL VALOR AGREGADO;4;A;;0000-00-00 00:00:00;D;4
403.18.99.00;3;18;99;0;OTROS IMPUESTOS INDIRECTOS;4;A;;0000-00-00 00:00:00;D;4
403.99.00.00;3;99;0;0;OTROS SERVICIOS NO PERSONALES;4;A;;0000-00-00 00:00:00;T;3
403.99.01.00;3;99;1;0;OTROS SERVICIOS NO PERSONALES;4;A;;0000-00-00 00:00:00;D;4
404.00.00.00;4;0;0;0;ACTIVOS REALES;4;A;;0000-00-00 00:00:00;T;2
404.01.00.00;4;1;0;0;REPUESTOS Y REPARACIONES MAYORES;4;A;;0000-00-00 00:00:00;T;3
404.01.01.00;4;1;1;0;REPUESTOS MAYORES;4;A;;0000-00-00 00:00:00;D;4
404.01.01.01;4;1;1;1;REPUESTOS MAYORES PARA MAQUINARIA Y DEMAS EQUIPOS DE CONSTRUCCION, CAMPO, INDUSTRIA Y TALLER;4;A;;0000-00-00 00:00:00;D;5
404.01.01.02;4;1;1;2;REPUESTOS MAYORES PARA EQUIPOS DE TRANSPORTE, TRACCION Y ELEVACION;4;A;;0000-00-00 00:00:00;D;5
404.01.01.03;4;1;1;3;REPUESTOS MAYORES PARA EQUIPOS DE COMUNICACIONES Y DE SE;4;A;;0000-00-00 00:00:00;D;5
404.01.01.04;4;1;1;4;REPUESTOS MAYORES PARA EQUIPOS MEDICO-QUIRURGICOS, DENTALES Y DE VETERINARIA;4;A;;0000-00-00 00:00:00;D;5
404.01.01.05;4;1;1;5;REPUESTOS MAYORES PARA EQUIPOS CIENTIFICOS, RELIGIOSOS, DE ENSE;4;A;;0000-00-00 00:00:00;D;5
404.01.01.06;4;1;1;6;REPUESTOS MAYORES PARA EQUIPOS DE SEGURIDAD PUBLICA;4;A;;0000-00-00 00:00:00;D;5
404.01.01.07;4;1;1;7;REPUESTOS MAYORES PARA MAQUINAS, MUEBLES Y DEMAS EQUIPOS DE OFICINA Y ALOJAMIENTO;4;A;;0000-00-00 00:00:00;D;5
404.01.01.99;4;1;1;99;REPUESTOS MAYORES PARA OTRAS MAQUINARIA Y EQUIPOS;4;A;;0000-00-00 00:00:00;D;5
404.01.02.00;4;1;2;0;REPARACIONES MAYORES DE MAQUINARIA Y EQUIPOS;4;A;;0000-00-00 00:00:00;D;4
404.01.02.01;4;1;2;1;REPARACIONES MAYORES DE MAQUINARIA Y DEMAS EQUIPOS DE CONSTRUCCION, CAMPO, INDUSTRIA Y TALLER;4;A;;0000-00-00 00:00:00;D;5
404.01.02.02;4;1;2;2;REPARACIONES MAYORES DE EQUIPOS DE TRANSPORTE, TRACCION Y ELEVACION;4;A;;0000-00-00 00:00:00;D;5
404.01.02.03;4;1;2;3;REPARACIONES MAYORES DE EQUIPOS DE COMUNICACIONES Y DE SE;4;A;;0000-00-00 00:00:00;D;5
404.01.02.04;4;1;2;4;REPARACIONES MAYORES DE EQUIPOS MEDICO - QUIRURGICOS, DENTALES Y DE VETERINARIA;4;A;;0000-00-00 00:00:00;D;5
404.01.02.05;4;1;2;5;REPARACIONES MAYORES DE EQUIPOS CIENTIFICOS, RELIGIOSOS, DE ENSE;4;A;;0000-00-00 00:00:00;D;5
404.01.02.06;4;1;2;6;REPARACIONES MAYORES DE EQUIPOS Y ARMAMENTOS DE ORDEN PUBLICO, SEGURIDAD Y DEFENSA NACIONAL;4;A;;0000-00-00 00:00:00;D;5
404.01.02.07;4;1;2;7;REPARACIONES MAYORES DE MAQUINAS, MUEBLES Y DEMAS EQUIPOS DE OFICINA Y ALOJAMIENTO;4;A;;0000-00-00 00:00:00;D;5
404.01.02.99;4;1;2;99;REPARACIONES MAYORES DE OTRAS MAQUINARIA Y EQUIPOS;4;A;;0000-00-00 00:00:00;D;5
404.02.00.00;4;2;0;0;CONSERVACION, AMPLIACIONES Y MEJORAS MAYORES DE OBRAS;4;A;;0000-00-00 00:00:00;T;3
404.02.01.00;4;2;1;0;CONSERVACION, AMPLIACIONES Y MEJORAS MAYORES DE OBRAS EN BIENES DEL DOMINIO PRIVADO;4;A;;0000-00-00 00:00:00;D;4
404.02.02.00;4;2;2;0;CONSERVACION, AMPLIACIONES Y MEJORAS MAYORES DE OBRAS EN BIENES DEL DOMINIO PUBLICO;4;A;;0000-00-00 00:00:00;D;4
404.03.00.00;4;3;0;0;MAQUINARIA Y DEMAS EQUIPOS DE CONSTRUCCION, CAMPO, INDUSTRIA Y TALLER;4;A;;0000-00-00 00:00:00;T;3
404.03.01.00;4;3;1;0;MAQUINARIA Y DEMAS EQUIPOS DE CONSTRUCCION Y MANTENIMIENTO;4;A;;0000-00-00 00:00:00;D;4
404.03.02.00;4;3;2;0;MAQUINARIA Y EQUIPOS PARA MANTENIMIENTO DE AUTOMOTORES;4;A;;0000-00-00 00:00:00;D;4
404.03.03.00;4;3;3;0;MAQUINARIA Y EQUIPOS AGRICOLAS Y PECUARIOS;4;A;;0000-00-00 00:00:00;D;4
404.03.04.00;4;3;4;0;MAQUINARIA Y EQUIPOS DE ARTES GRAFICAS Y REPRODUCCION;4;A;;0000-00-00 00:00:00;D;4
404.03.05.00;4;3;5;0;MAQUINARIA Y EQUIPOS INDUSTRIALES Y DE TALLER;4;A;;0000-00-00 00:00:00;D;4
404.03.06.00;4;3;6;0;MAQUINARIA Y EQUIPOS DE ENERGIA;4;A;;0000-00-00 00:00:00;D;4
404.03.07.00;4;3;7;0;MAQUINARIA Y EQUIPOS DE RIEGO Y ACUEDUCTOS;4;A;;0000-00-00 00:00:00;D;4
404.03.08.00;4;3;8;0;EQUIPOS DE ALMACEN;4;A;;0000-00-00 00:00:00;D;4
404.03.99.00;4;3;99;0;OTRA MAQUINARIA Y DEMAS EQUIPOS DE CONSTRUCCION, CAMPO, INDUSTRIA Y TALLER;4;A;;0000-00-00 00:00:00;D;4
404.04.00.00;4;4;0;0;EQUIPOS DE TRANSPORTE, TRACCION Y ELEVACION;4;A;;0000-00-00 00:00:00;T;3
404.04.01.00;4;4;1;0;VEHICULOS AUTOMOTORES TERRESTRES;4;A;;0000-00-00 00:00:00;D;4
404.04.02.00;4;4;2;0;EQUIPOS FERROVIARIOS Y DE CABLES AEREOS;4;A;;0000-00-00 00:00:00;D;4
404.04.03.00;4;4;3;0;EQUIPOS MARITIMOS DE TRANSPORTE;4;A;;0000-00-00 00:00:00;D;4
404.04.04.00;4;4;4;0;EQUIPOS AEREOS DE TRANSPORTE;4;A;;0000-00-00 00:00:00;D;4
404.04.05.00;4;4;5;0;VEHICULOS DE TRACCION NO MOTORIZADOS;4;A;;0000-00-00 00:00:00;D;4
404.04.06.00;4;4;6;0;EQUIPOS AUXILIARES DE TRANSPORTE;4;A;;0000-00-00 00:00:00;D;4
404.04.99.00;4;4;99;0;OTROS EQUIPOS DE TRANSPORTE, TRACCION Y ELEVACION;4;A;;0000-00-00 00:00:00;D;4
404.05.00.00;4;5;0;0;EQUIPOS DE COMUNICACIONES Y DE SE;4;A;;0000-00-00 00:00:00;T;3
404.05.01.00;4;5;1;0;EQUIPOS DE TELECOMUNICACIONES;4;A;;0000-00-00 00:00:00;D;4
404.05.02.00;4;5;2;0;EQUIPOS DE SE;4;A;;0000-00-00 00:00:00;D;4
404.05.03.00;4;5;3;0;EQUIPOS DE CONTROL DE TRAFICO AEREO;4;A;;0000-00-00 00:00:00;D;4
404.05.04.00;4;5;4;0;EQUIPOS DE CORREO;4;A;;0000-00-00 00:00:00;D;4
404.05.99.00;4;5;99;0;OTROS EQUIPOS DE COMUNICACIONES Y DE SE;4;A;;0000-00-00 00:00:00;D;4
404.06.00.00;4;6;0;0;EQUIPOS MEDICO - QUIRURGICOS, DENTALES Y DE VETERINARIA;4;A;;0000-00-00 00:00:00;T;3
404.06.01.00;4;6;1;0;EQUIPOS MEDICO - QUIRURGICOS, DENTALES Y DE VETERINARIA;4;A;;0000-00-00 00:00:00;D;4
404.06.99.00;4;6;99;0;OTROS EQUIPOS MEDICO - QUIRURGICOS, DENTALES Y DE VETERINARIA;4;A;;0000-00-00 00:00:00;D;4
404.07.00.00;4;7;0;0;EQUIPOS CIENTIFICOS, RELIGIOSOS, DE ENSE;4;A;;0000-00-00 00:00:00;T;3
404.07.01.00;4;7;1;0;EQUIPOS CIENTIFICOS Y DE LABORATORIO;4;A;;0000-00-00 00:00:00;D;4
404.07.02.00;4;7;2;0;EQUIPOS DE ENSE;4;A;;0000-00-00 00:00:00;D;4
404.07.03.00;4;7;3;0;OBRAS DE ARTE;4;A;;0000-00-00 00:00:00;D;4
404.07.04.00;4;7;4;0;LIBROS,REVISTAS Y OTROS INSTRUMENTOS DE ENSEÑANZAS;4;A; ;0000-00-00 00:00:00;D;4
404.07.05.00;4;7;5;0;EQUIPOS RELIGIOSOS;4;A;;0000-00-00 00:00:00;D;4
404.07.06.00;4;7;6;0;INSTRUMENTOS MUSICALES;4;A;;0000-00-00 00:00:00;D;4
404.07.99.00;4;7;99;0;OTROS EQUIPOS CIENTIFICOS, RELIGIOSOS, DE ENSE;4;A;;0000-00-00 00:00:00;D;4
404.08.00.00;4;8;0;0;EQUIPOS Y ARMAMENTOS DE ORDEN PUBLICO, SEGURIDAD Y DEFENSA NACIONAL;4;A;;0000-00-00 00:00:00;T;3
404.08.01.00;4;8;1;0;EQUIPOS Y ARMAMENTOS DE ORDEN PUBLICO, SEGURIDAD Y DEFENSA NACIONAL;4;A;;0000-00-00 00:00:00;D;4
404.08.99.00;4;8;99;0;OTROS EQUIPOS Y ARMAMENTOS DE ORDEN PUBLICO, SEGURIDAD Y DEFENSA NACIONAL;4;A;;0000-00-00 00:00:00;D;4
404.09.00.00;4;9;0;0;MAQUINAS, MUEBLES Y DEMAS EQUIPOS DE OFICINA Y ALOJAMIENTO;4;A;;0000-00-00 00:00:00;T;3
404.09.01.00;4;9;1;0;MOBILIARIO Y EQUIPOS DE OFICINA;4;A;;0000-00-00 00:00:00;D;4
404.09.02.00;4;9;2;0;EQUIPOS DE COMPUTACION;4;A;;0000-00-00 00:00:00;D;4
404.09.03.00;4;9;3;0;MOBILIARIO Y EQUIPOS DE ALOJAMIENTO;4;A;;0000-00-00 00:00:00;D;4
404.09.99.00;4;9;99;0;OTRAS MAQUINAS, MUEBLES Y DEMAS EQUIPOS DE OFICINA Y ALOJAMIENTO;4;A;;0000-00-00 00:00:00;D;4
404.10.00.00;4;10;0;0;SEMOVIENTES;4;A;;0000-00-00 00:00:00;T;3
404.10.01.00;4;10;1;0;SEMOVIENTES;4;A;;0000-00-00 00:00:00;D;4
404.11.00.00;4;11;0;0;INMUEBLES, MAQUINARIA Y EQUIPOS USADOS;4;A;;0000-00-00 00:00:00;T;3
404.11.01.00;4;11;1;0;ADQUISICION DE TIERRAS Y TERRENOS;4;A;;0000-00-00 00:00:00;D;4
404.11.02.00;4;11;2;0;ADQUISICION DE EDIFICIOS E INSTALACIONES;4;A;;0000-00-00 00:00:00;D;4
404.11.03.00;4;11;3;0;EXPROPIACION DE TIERRAS Y TERRENOS;4;A;;0000-00-00 00:00:00;D;4
404.11.04.00;4;11;4;0;EXPROPIACION DE EDIFICIOS E INSTALACIONES;4;A;;0000-00-00 00:00:00;D;4
404.11.05.00;4;11;5;0;ADQUISICION DE MAQUINARIA Y EQUIPOS USADOS;4;A;;0000-00-00 00:00:00;D;4
404.11.05.01;4;11;5;1;MAQUINARIA Y DEMAS EQUIPOS DE CONSTRUCCION, CAMPO, INDUSTRIA Y TALLER;4;A;;0000-00-00 00:00:00;D;5
404.11.05.02;4;11;5;2;EQUIPOS DE TRANSPORTE, TRACCION Y ELEVACION;4;A;;0000-00-00 00:00:00;D;5
404.11.05.03;4;11;5;3;EQUIPOS DE COMUNICACIONES Y DE SE;4;A;;0000-00-00 00:00:00;D;5
404.11.05.04;4;11;5;4;EQUIPOS MEDICO - QUIRURGICOS, DENTALES Y DE VETERINARIA;4;A;;0000-00-00 00:00:00;D;5
404.11.05.05;4;11;5;5;EQUIPOS CIENTIFICOS, RELIGIOSOS, DE ENSE;4;A;;0000-00-00 00:00:00;D;5
404.11.05.06;4;11;5;6;EQUIPOS PARA SEGURIDAD PUBLICA;4;A;;0000-00-00 00:00:00;D;5
404.11.05.07;4;11;5;7;MAQUINAS, MUEBLES Y DEMAS EQUIPOS DE OFICINA Y ALOJAMIENTO;4;A;;0000-00-00 00:00:00;D;5
404.11.05.99;4;11;5;99;OTRAS MAQUINARIA Y EQUIPOS USADOS;4;A;;0000-00-00 00:00:00;D;5
404.12.00.00;4;12;0;0;ACTIVOS INTANGIBLES;4;A;;0000-00-00 00:00:00;T;3
404.12.01.00;4;12;1;0;MARCAS DE FABRICA Y PATENTES DE INVENCION;4;A;;0000-00-00 00:00:00;D;4
404.12.02.00;4;12;2;0;DERECHOS DE AUTOR;4;A;;0000-00-00 00:00:00;D;4
404.12.03.00;4;12;3;0;GASTOS DE ORGANIZACION;4;A;;0000-00-00 00:00:00;D;4
404.12.04.00;4;12;4;0;PAQUETES Y PROGRAMAS DE COMPUTACION;4;A;;0000-00-00 00:00:00;D;4
404.12.05.00;4;12;5;0;ESTUDIOS Y PROYECTOS;4;A;;0000-00-00 00:00:00;D;4
404.12.99.00;4;12;99;0;OTROS ACTIVOS INTANGIBLES;4;A;;0000-00-00 00:00:00;D;4
404.13.00.00;4;13;0;0;ESTUDIOS Y PROYECTOS PARA INVERSION EN ACTIVOS FIJOS;4;A;;0000-00-00 00:00:00;T;3
404.13.01.00;4;13;1;0;ESTUDIOS Y PROYECTOS APLICABLES A BIENES DEL DOMINIO PRIVADO;4;A;;0000-00-00 00:00:00;D;4
404.13.02.00;4;13;2;0;ESTUDIOS Y PROYECTOS APLICABLES A BIENES DEL DOMINIO PUBLICO;4;A;;0000-00-00 00:00:00;D;4
404.14.00.00;4;14;0;0;CONTRATACION DE INSPECCION DE OBRAS;4;A;;0000-00-00 00:00:00;T;3
404.14.01.00;4;14;1;0;CONTRATACION DE INSPECCION DE OBRAS DE BIENES DEL DOMINIO PRIVADO;4;A;;0000-00-00 00:00:00;D;4
404.14.02.00;4;14;2;0;CONTRATACION DE INSPECCION DE OBRAS DE BIENES DEL DOMINIO PUBLICO;4;A;;0000-00-00 00:00:00;D;4
404.15.00.00;4;15;0;0;CONSTRUCCIONES DEL DOMINIO PRIVADO;4;A;;0000-00-00 00:00:00;T;3
404.15.01.00;4;15;1;0;CONSTRUCCIONES DE EDIFICIOS MEDICO-ASISTENCIALES;4;A;;0000-00-00 00:00:00;D;4
404.15.02.00;4;15;2;0;CONSTRUCCIONES DE EDIFICIOS MILITARES Y DE SEGURIDAD;4;A;;0000-00-00 00:00:00;D;4
404.15.03.00;4;15;3;0;CONSTRUCCIONES DE EDIFICIOS EDUCATIVOS;4;A;;0000-00-00 00:00:00;D;4
404.15.04.00;4;15;4;0;CONSTRUCCIONES DE EDIFICIOS CULTURALES;4;A;;0000-00-00 00:00:00;D;4
404.15.05.00;4;15;5;0;CONSTRUCCIONES DE EDIFICIOS PARA OFICINA;4;A;;0000-00-00 00:00:00;D;4
404.15.06.00;4;15;6;0;CONSTRUCCIONES DE EDIFICIOS INDUSTRIALES;4;A;;0000-00-00 00:00:00;D;4
404.16.00.00;4;16;0;0;CONSTRUCCIONES DEL DOMINIO PUBLICO;4;A;;0000-00-00 00:00:00;T;3
404.16.01.00;4;16;1;0;CONSTRUCCION DE VIALIDAD;4;A;;0000-00-00 00:00:00;D;4
404.16.02.00;4;16;2;0;CONSTRUCCION DE PLAZAS, PARQUES Y SIMILARES;4;A;;0000-00-00 00:00:00;D;4
404.16.03.00;4;16;3;0;CONSTRUCCIONES DE INSTALACIONES HIDRAULICAS;4;A;;0000-00-00 00:00:00;D;4
404.16.04.00;4;16;4;0;CONSTRUCCIONES DE PUERTOS Y AEROPUERTOS;4;A;;0000-00-00 00:00:00;D;4
404.99.00.00;4;99;0;0;OTROS ACTIVOS REALES;4;A;;0000-00-00 00:00:00;T;3
404.99.01.00;4;99;1;0;OTROS ACTIVOS REALES;4;A;;0000-00-00 00:00:00;D;4
405.00.00.00;5;0;0;0;ACTIVOS FINANCIEROS;4;A;;0000-00-00 00:00:00;T;2
405.01.00.00;5;1;0;0;APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL;4;A;;0000-00-00 00:00:00;T;3
405.01.01.00;5;1;1;0;APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL AL SECTOR PRIVADO;4;A;;0000-00-00 00:00:00;D;4
405.01.02.00;5;1;2;0;APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL AL SECTOR PUBLICO;4;A;;0000-00-00 00:00:00;D;4
405.01.02.01;5;1;2;1;APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL A ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES;4;A;;0000-00-00 00:00:00;D;5
405.01.02.02;5;1;2;2;APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL A INSTITUCIONES DE PROTECCION SOCIAL;4;A;;0000-00-00 00:00:00;D;5
405.01.02.03;5;1;2;3;APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL A ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS;4;A;;0000-00-00 00:00:00;D;5
405.01.02.04;5;1;2;4;APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL A ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS;4;A;;0000-00-00 00:00:00;D;5
405.01.02.05;5;1;2;5;APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL A ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS;4;A;;0000-00-00 00:00:00;D;5
405.01.02.06;5;1;2;6;APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL A ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS;4;A;;0000-00-00 00:00:00;D;5
405.01.02.07;5;1;2;7;APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL A ORGANISMOS DEL SECTOR PUBLICO PARA EL PAGO DE SU DEUDA;4;A;;0000-00-00 00:00:00;D;5
405.01.03.00;5;1;3;0;APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL AL SECTOR EXTERNO;4;A;;0000-00-00 00:00:00;D;4
405.01.03.01;5;1;3;1;APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL A ORGANISMOS INTERNACIONALES;4;A;;0000-00-00 00:00:00;D;5
405.01.03.99;5;1;3;99;OTROS APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL AL SECTOR EXTERNO;4;A;;0000-00-00 00:00:00;D;5
405.02.00.00;5;2;0;0;ADQUISICION DE TITULOS Y VALORES QUE NO OTORGAN PROPIEDAD;4;A;;0000-00-00 00:00:00;T;3
405.02.01.00;5;2;1;0;ADQUISICION DE TITULOS Y VALORES A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;4
405.02.01.01;5;2;1;1;ADQUISICION DE TITULOS Y VALORES PRIVADOS;4;A;;0000-00-00 00:00:00;D;5
405.02.01.02;5;2;1;2;ADQUISICION DE TITULOS Y VALORES PUBLICOS;4;A;;0000-00-00 00:00:00;D;5
405.02.01.03;5;2;1;3;ADQUISICION DE TITULOS Y VALORES EXTERNOS;4;A;;0000-00-00 00:00:00;D;5
